date,price
2023-03-10,91.21526885549913
2023-03-11,90.57014910089401
2023-03-12,90.93154470640243
2023-03-13,92.4695812728684
2023-03-14,92.43375523375845
2023-03-15,93.99839888957246
2023-03-16,91.37865378548271
2023-03-17,92.20055628985793
2023-03-18,92.2876033580961
2023-03-19,91.98859600763024
2023-03-20,92.08035678416574
2023-03-21,90.09278786956484
2023-03-22,89.87311598172734
2023-03-23,90.23022855323909
2023-03-24,91.7081225979806
2023-03-25,91.18985237970696
2023-03-26,90.38135877681377
2023-03-27,89.87960173322924
2023-03-28,90.79500385093131
2023-03-29,91.12375496059099
2023-03-30,90.59399475682395
2023-03-31,91.1072621899373
2023-04-01,91.20433973928534
2023-04-02,92.17298472981824
2023-04-03,91.47093163594089
2023-04-04,91.14326948934311
2023-04-05,90.75116133621096
2023-04-06,89.28764638807884
2023-04-07,89.58376666514341
2023-04-08,89.8448219373233
2023-04-09,89.84993539396577
2023-04-10,89.61534826059062
2023-04-11,88.19997751854021
2023-04-12,87.77933219577486
2023-04-13,87.43661767924809
2023-04-14,86.63434041002647
2023-04-15,86.47305469836046
2023-04-16,86.87710555517499
2023-04-17,88.76329145638552
2023-04-18,88.93786926921736
2023-04-19,89.19541965994013
2023-04-20,89.12097374417397
2023-04-21,87.20220252887492
2023-04-22,87.17568865342571
2023-04-23,87.23591886336673
2023-04-24,89.69916097585202
2023-04-25,89.50680001107091
2023-04-26,89.80834735340451
2023-04-27,89.77363558369927
2023-04-28,88.60495754607975
2023-04-29,89.74778036059476
2023-04-30,90.49971339328154
2023-05-01,91.29074534032459
2023-05-02,90.38135788552985
2023-05-03,91.78415219646595
2023-05-04,90.38230113367368
2023-05-05,90.96915822747395
2023-05-06,93.15961385328393
2023-05-07,92.16907752815324
2023-05-08,91.60277979855047
2023-05-09,91.70243116363811
2023-05-10,91.19895550952191
2023-05-11,89.64829207845578
2023-05-12,89.71685505326181
2023-05-13,88.6545513395357
2023-05-14,89.12814377017088
2023-05-15,88.20871953593708
2023-05-16,89.75865394095462
2023-05-17,88.97540064861838
2023-05-18,88.6533391324127
2023-05-19,89.46685634978236
2023-05-20,88.23599203334841
2023-05-21,88.46345196795254
2023-05-22,89.77059472223496
2023-05-23,88.16311148767373
2023-05-24,88.34774534620604
2023-05-25,88.60762814045447
2023-05-26,89.38945101223177
2023-05-27,88.1525003013537
2023-05-28,86.83204368826942
2023-05-29,87.35398525388632
2023-05-30,87.6509699271195
2023-05-31,87.90146277746538
2023-06-01,88.24791098696235
2023-06-02,87.56788626538386
2023-06-03,87.80013996254486
2023-06-04,88.09321243584354
2023-06-05,87.37886101781717
2023-06-06,89.24463552896192
2023-06-07,89.71846844987371
2023-06-08,88.52716495267106
2023-06-09,89.18371856130489
2023-06-10,88.20903689107756
2023-06-11,88.99612149482002
2023-06-12,90.15471707382743
2023-06-13,89.33403475547571
2023-06-14,90.29741088472004
2023-06-15,90.71019181165653
2023-06-16,91.53225197165102
2023-06-17,93.42904495430497
2023-06-18,93.1836568383021
2023-06-19,92.42992067394461
2023-06-20,91.54040624431909
2023-06-21,90.72459595935365
2023-06-22,90.64749424993954
2023-06-23,90.98864622475618
2023-06-24,91.2653370240862
2023-06-25,92.09252027312222
2023-06-26,92.10552216500012
2023-06-27,93.55905624215744
2023-06-28,93.29439940891949
2023-06-29,96.0145685755091
2023-06-30,96.6402359232741
2023-07-01,95.78307836685782
2023-07-02,94.71218586879671
2023-07-03,95.19465828403989
2023-07-04,94.97119549871404
2023-07-05,95.68519599280613
2023-07-06,96.15843361737967
2023-07-07,96.0856047047228
2023-07-08,95.23881098665439
2023-07-09,93.72396376196852
2023-07-10,93.2774488099015
2023-07-11,94.13384760422497
2023-07-12,94.34794134835518
2023-07-13,93.1022025696432
2023-07-14,93.27538349549438
2023-07-15,93.66070087522321
2023-07-16,92.77684343902207
2023-07-17,92.9305685449676
2023-07-18,92.9887772634136
2023-07-19,91.84580696558297
2023-07-20,92.20359432593125
2023-07-21,92.76437885229949
2023-07-22,93.84743009547476
2023-07-23,94.90123214750966
2023-07-24,93.52356277955256
2023-07-25,92.58573773963744
2023-07-26,93.1007730068461
2023-07-27,93.6145589577583
2023-07-28,94.12960664406435
2023-07-29,97.98233813471907
2023-07-30,98.55322864541223
2023-07-31,99.68879428559283
2023-08-01,100.64279604908603
2023-08-02,101.29418730039183
2023-08-03,100.97891805575148
2023-08-04,101.73788727624475
2023-08-05,100.96506206170717
2023-08-06,100.72824345496716
2023-08-07,100.24287990713805
2023-08-08,100.32475404652438
2023-08-09,102.63941261319789
2023-08-10,100.77214742060615
2023-08-11,101.45840761098066
2023-08-12,99.84569173979101
2023-08-13,99.37375987400158
2023-08-14,100.46271047096894
2023-08-15,100.5269904900644
2023-08-16,99.4492457121351
2023-08-17,98.73394200287512
2023-08-18,99.41353975180981
2023-08-19,98.68317312009268
2023-08-20,98.89963170967465
2023-08-21,98.94520354957847
2023-08-22,98.29360320197264
2023-08-23,100.43754729129797
2023-08-24,101.07146631361599
2023-08-25,99.04632372695838
2023-08-26,99.2327780417278
2023-08-27,98.57099157695941
2023-08-28,99.42342491175563
2023-08-29,98.63090417332293
2023-08-30,98.51616773185603
2023-08-31,99.02115501083648
2023-09-01,99.8869102050066
2023-09-02,98.68661379795083
2023-09-03,98.35211256210988
2023-09-04,97.87716725094893
2023-09-05,97.22383801837522
2023-09-06,98.98929225865632
2023-09-07,99.39427396961727
2023-09-08,98.13339001528223
2023-09-09,99.051251962337
2023-09-10,101.17340815934963
2023-09-11,102.20587341990078
2023-09-12,100.68650345394677
2023-09-13,100.20226938108051
2023-09-14,101.46918053026714
2023-09-15,100.76151106464836
2023-09-16,101.20533049279459
2023-09-17,101.97996454622393
2023-09-18,101.05303407464584
2023-09-19,100.99350871858404
2023-09-20,97.75224137851497
2023-09-21,96.72785373718068
2023-09-22,96.47528558578752
2023-09-23,95.22750240382267
2023-09-24,96.8599137077543
2023-09-25,95.42977232979366
2023-09-26,94.98972784309667
2023-09-27,95.12046842038276
2023-09-28,96.56174170944888
2023-09-29,95.12587955826945
2023-09-30,96.2890433104244
2023-10-01,96.299276371444
2023-10-02,95.31776772039605
2023-10-03,95.77987119465932
2023-10-04,95.97893089023279
2023-10-05,95.37871401307399
2023-10-06,95.448516098064
2023-10-07,95.06320250120224
2023-10-08,95.1767198464535
2023-10-09,95.83885052097455
2023-10-10,97.42486733711989
2023-10-11,96.18705183829304
2023-10-12,98.32008521294931
2023-10-13,96.3679974134268
2023-10-14,96.21621231839123
2023-10-15,96.8045295248758
2023-10-16,97.08552139261084
2023-10-17,96.46282187279024
2023-10-18,96.25469962243297
2023-10-19,95.76169868777413
2023-10-20,95.17233393082992
2023-10-21,96.02193602785094
2023-10-22,96.37895151381599
2023-10-23,95.68604191855533
2023-10-24,96.58564179398859
2023-10-25,96.8929413148652
2023-10-26,97.70580343370416
2023-10-27,98.33543227562778
2023-10-28,97.50643726470571
2023-10-29,96.94625622450874
2023-10-30,97.693549829632
2023-10-31,98.30392009506546
2023-11-01,98.28301850110131
2023-11-02,98.40034588441009
2023-11-03,99.6780107801985
2023-11-04,99.08643939136267
2023-11-05,99.63353677253271
2023-11-06,99.43134412009881
2023-11-07,99.2136629168716
2023-11-08,100.3124397688588
2023-11-09,101.13785611784682
2023-11-10,101.95136575384745
2023-11-11,103.25684456100178
2023-11-12,103.27784840263455
2023-11-13,103.95980137392951
2023-11-14,103.64953461733606
2023-11-15,103.9737009698245
2023-11-16,103.84355791545683
2023-11-17,103.94055388044954
2023-11-18,104.53571090588646
2023-11-19,103.71749022265298
2023-11-20,105.80987749833844
2023-11-21,104.80386011683873
2023-11-22,103.589671504051
2023-11-23,104.74778237755106
2023-11-24,105.539445071514
2023-11-25,106.16356488856616
2023-11-26,106.79191039783043
2023-11-27,106.77966362498353
2023-11-28,105.8824092534977
2023-11-29,105.95821381169142
2023-11-30,105.28105210017931
2023-12-01,106.25617183359707
2023-12-02,106.10911445209493
2023-12-03,105.28361725530242
2023-12-04,104.96223141364942
2023-12-05,105.37516286792504
2023-12-06,104.81143831512107
2023-12-07,103.98921791955463
2023-12-08,104.23290513104655
2023-12-09,104.47787170215527
2023-12-10,103.97092852678414
2023-12-11,103.49989022116581
2023-12-12,103.73194015852344
2023-12-13,102.28385581702612
2023-12-14,100.87639204264957
2023-12-15,100.15794782139713
2023-12-16,99.94450066968528
2023-12-17,100.25540823528328
2023-12-18,101.73076445223283
2023-12-19,102.58842407543486
2023-12-20,102.42848554547143
2023-12-21,102.40946933756874
2023-12-22,101.40693997293093
2023-12-23,101.38842683693854
2023-12-24,101.0997681980184
2023-12-25,101.42248675835648
2023-12-26,100.59525581480416
2023-12-27,101.11460232904534
2023-12-28,102.64734124204791
2023-12-29,102.53858109359106
2023-12-30,102.94029281569
2023-12-31,103.63043680740111
2024-01-01,103.22921633551528
2024-01-02,103.45330881732569
2024-01-03,103.46590121810749
2024-01-04,103.56357731665632
2024-01-05,102.79056753280085
2024-01-06,102.8150777070598
2024-01-07,103.31307599830525
2024-01-08,104.7642196061003
2024-01-09,105.7234904321855
2024-01-10,107.87667288969706
2024-01-11,107.10932532680901
2024-01-12,107.98164596352969
2024-01-13,108.16498796926804
2024-01-14,110.35479090248572
2024-01-15,109.54649261713057
2024-01-16,108.70677077494979
2024-01-17,108.10737812950576
2024-01-18,105.98348240519596
2024-01-19,105.45772738351519
2024-01-20,104.6985947219615
2024-01-21,104.8489885084377
2024-01-22,105.19074448421486
2024-01-23,107.06691532343075
2024-01-24,108.0173391616168
2024-01-25,107.4404355059544
2024-01-26,106.54202083460603
2024-01-27,107.03394000611254
2024-01-28,105.71370679909191
2024-01-29,107.54516556494626
2024-01-30,108.72460568566754
2024-01-31,108.25543003356283
2024-02-01,106.54229550447195
2024-02-02,107.89616787863737
2024-02-03,107.78162803338475
2024-02-04,109.01944434535821
2024-02-05,107.42501668656384
2024-02-06,106.82564166361006
2024-02-07,106.83088536332824
2024-02-08,106.87786595709298
2024-02-09,106.42780048561373
2024-02-10,107.05065041796122
2024-02-11,105.98302998857862
2024-02-12,105.84065050355733
2024-02-13,105.96094613526923
2024-02-14,106.47538496932798
2024-02-15,107.18699984741687
2024-02-16,106.062357755579
2024-02-17,104.52824358484338
2024-02-18,105.80592040674189
2024-02-19,106.13823441872148
2024-02-20,105.38974788216493
2024-02-21,106.94089985768746
2024-02-22,107.05657449198031
2024-02-23,108.23587167604414
2024-02-24,108.30339015745425
2024-02-25,110.36413808233624
2024-02-26,112.11947892477944
2024-02-27,111.87051477630037
2024-02-28,112.84208572725473
2024-02-29,113.48746167683987
2024-03-01,114.85609323437222
2024-03-02,113.89116977379211
2024-03-03,114.57722123379055
2024-03-04,115.63564572064014
2024-03-05,113.87690623421703
2024-03-06,112.69364772155126
2024-03-07,110.65441554379116
2024-03-08,110.38500870934661
2024-03-09,111.10255096514257
2024-03-10,112.6049080172386
2024-03-11,112.67900279765837
2024-03-12,114.30761834322966
2024-03-13,112.92751688501477
2024-03-14,111.22413444565962
2024-03-15,111.168586746763
2024-03-16,111.55265219570231
2024-03-17,111.51995744760822
2024-03-18,109.45251534756835
2024-03-19,109.36339530805556
2024-03-20,108.05892580755071
2024-03-21,108.72859835638074
2024-03-22,109.09519660247759
2024-03-23,108.15531681615023
2024-03-24,107.64144989881353
2024-03-25,106.58223637692458
2024-03-26,106.51955727965141
2024-03-27,107.47469960015265
2024-03-28,106.4889735538171
2024-03-29,106.99302006933495
2024-03-30,106.4627624509625
2024-03-31,105.66988961870015
2024-04-01,105.56285925874559
2024-04-02,104.52761693632621
2024-04-03,103.97396763097903
2024-04-04,102.77608973839018
2024-04-05,104.74081487130657
2024-04-06,104.77607842327829
2024-04-07,104.07635291528571
2024-04-08,104.29033282601993
2024-04-09,104.1780047763291
2024-04-10,103.95703517679588
2024-04-11,104.57120187683931
2024-04-12,105.32870958688662
2024-04-13,104.7982084392761
2024-04-14,104.22239019863142
2024-04-15,103.94733850147978
2024-04-16,101.64541733674419
2024-04-17,100.13022627454563
2024-04-18,101.49710054199016
2024-04-19,103.14206825549145
2024-04-20,102.89303221593508
2024-04-21,103.46958917899084
2024-04-22,103.78083933353437
2024-04-23,106.85972014198961
2024-04-24,107.9792950534242
2024-04-25,107.85137746194343
2024-04-26,106.895837021343
2024-04-27,105.28939070108542
2024-04-28,105.49285433695265
2024-04-29,104.73650359166834
2024-04-30,103.31424988207067
2024-05-01,102.66767699782814
2024-05-02,101.58612899421374
2024-05-03,103.2732706292863
2024-05-04,104.15491038623576
2024-05-05,104.14693774491914
2024-05-06,105.62688188380916
2024-05-07,105.70425019145678
2024-05-08,104.84296599012852
2024-05-09,106.36609006739818
2024-05-10,106.90500011108283
2024-05-11,105.86775395675637
2024-05-12,105.67741527867277
2024-05-13,104.80179702528801
2024-05-14,103.41899729432367
2024-05-15,104.34517484185531
2024-05-16,106.25459148232544
2024-05-17,104.8560239085063
2024-05-18,105.41899314519688
2024-05-19,104.76835057607505
2024-05-20,104.28122519231036
2024-05-21,103.6888312680715
2024-05-22,102.82484049839168
2024-05-23,102.8733621263365
2024-05-24,102.04241200992547
2024-05-25,102.31286883570532
2024-05-26,102.26263072625618
2024-05-27,102.02368267938976
2024-05-28,101.11611901734817
2024-05-29,100.53934768677983
2024-05-30,101.2947389126056
2024-05-31,101.79565610022998
2024-06-01,100.81810085543142
2024-06-02,100.91743316086065
2024-06-03,101.66882028423244
2024-06-04,99.99941500311107
2024-06-05,100.542775195491
2024-06-06,99.88015143654516
2024-06-07,100.45075010513833
2024-06-08,99.68749094859581
2024-06-09,97.8826088479313
2024-06-10,96.25506641004813
2024-06-11,96.3031513567095
2024-06-12,96.56287385843099
2024-06-13,95.65855723332658
2024-06-14,96.29714969210394
2024-06-15,94.63562962983498
2024-06-16,94.56954983118766
2024-06-17,93.3585336314252
2024-06-18,92.70669752362305
2024-06-19,92.75409619493946
2024-06-20,91.89368282965552
2024-06-21,91.50912728542569
2024-06-22,92.51542009464013
2024-06-23,91.93852822511698
2024-06-24,92.77422033718213
2024-06-25,91.64451348252452
2024-06-26,92.1743176604398
2024-06-27,93.6158862810977
2024-06-28,91.14424178097042
2024-06-29,90.34734652549994
2024-06-30,90.92441865268049
2024-07-01,90.7213732666375
2024-07-02,91.0925191400088
2024-07-03,90.48853395329299
2024-07-04,90.57512374076589
2024-07-05,90.41944650537381
2024-07-06,91.58722856703362
2024-07-07,91.84164941033484
2024-07-08,92.17925207241004
2024-07-09,91.76737510628757
2024-07-10,91.27976888221508
2024-07-11,90.84721069439546
2024-07-12,91.24166283677376
2024-07-13,90.82067835595349
2024-07-14,91.1104532128499
2024-07-15,93.18585401149534
2024-07-16,94.05697871492703
2024-07-17,93.73095518275919
2024-07-18,94.93216910492313
2024-07-19,94.52409373190159
2024-07-20,92.48596919672373
2024-07-21,91.47788288580632
2024-07-22,89.60709096478047
2024-07-23,89.25557748073916
2024-07-24,89.27399585992872
2024-07-25,90.950433172204
2024-07-26,91.27736054596816
2024-07-27,91.0582600171593
2024-07-28,91.88766559834279
2024-07-29,89.6765302893349
2024-07-30,89.91214484744347
2024-07-31,90.68301004133043
2024-08-01,89.2044237955506
2024-08-02,90.34817783875752
2024-08-03,90.68667424625194
2024-08-04,90.27138633235114
2024-08-05,90.90416819845743
2024-08-06,93.17486105626182
2024-08-07,93.35672731132031
2024-08-08,93.60494789762065
2024-08-09,93.1455869980804
2024-08-10,92.29574262861561
2024-08-11,93.12607844515986
2024-08-12,92.269994619251
2024-08-13,92.34156085647038
2024-08-14,91.86390340970526
2024-08-15,92.34288323545165
2024-08-16,92.6765453407386
2024-08-17,93.7140852849965
2024-08-18,93.20406888614176
2024-08-19,92.93419395084838
2024-08-20,91.95543023506607
2024-08-21,91.51113697498997
2024-08-22,91.88843746803482
2024-08-23,92.64542608468018
2024-08-24,91.72326076050255
2024-08-25,92.59286668060821
2024-08-26,93.94850453941316
2024-08-27,94.36193944263687
2024-08-28,96.23873525519494
2024-08-29,95.46494605609136
2024-08-30,94.22029135277995
2024-08-31,92.44157110387567
2024-09-01,93.93761541536486
2024-09-02,94.59198107171892
2024-09-03,94.53639640080847
2024-09-04,94.81636502712828
2024-09-05,93.69087597982991
2024-09-06,96.13662795944674
2024-09-07,96.26584914142197
2024-09-08,96.37524393602686
2024-09-09,97.10101055992556
2024-09-10,97.58201979166226
2024-09-11,97.80590381594139
2024-09-12,97.01542936049609
2024-09-13,97.48689771763208
2024-09-14,99.36892221410712
2024-09-15,100.7143422602621
2024-09-16,102.3075288869015
2024-09-17,101.7963132104703
2024-09-18,100.80670839021172
2024-09-19,100.68092147011208
2024-09-20,100.73664638240078
2024-09-21,101.83083790087173
2024-09-22,100.13837327115691
2024-09-23,101.66792359061752
2024-09-24,101.50991569203853
2024-09-25,101.08303462209112
2024-09-26,100.07093024683095
2024-09-27,98.41607357496518
2024-09-28,99.2392441589271
2024-09-29,99.3125621261155
2024-09-30,98.02260122637443
2024-10-01,96.72752245431082
2024-10-02,96.39173775502069
2024-10-03,98.06075928031008
2024-10-04,97.80116792894647
2024-10-05,96.29802497582837
2024-10-06,96.05228191174243
2024-10-07,95.77955834199476
2024-10-08,93.08267169905318
2024-10-09,93.02837683253537
2024-10-10,92.7974423023267
2024-10-11,93.49364866714012
2024-10-12,95.34260476208547
2024-10-13,96.46916979163323
2024-10-14,96.2002811010784
2024-10-15,95.09375519233673
2024-10-16,97.66711499558659
2024-10-17,97.72633342960107
2024-10-18,97.74026272151401
2024-10-19,97.716137634404
2024-10-20,97.91422239517186
2024-10-21,97.76986198324792
2024-10-22,97.19619997636768
2024-10-23,96.64934103512729
2024-10-24,96.6165877649113
2024-10-25,96.07316299377753
2024-10-26,95.36031721110037
2024-10-27,95.46674743879227
2024-10-28,95.21177022137141
2024-10-29,96.7157632099541
2024-10-30,94.06479340156109
2024-10-31,95.15630025348355
2024-11-01,96.40238544598118
2024-11-02,94.32899521357304
2024-11-03,93.98630761949269
2024-11-04,93.6148667534969
2024-11-05,92.20735505877907
2024-11-06,91.4295383711882
2024-11-07,90.31896252572237
2024-11-08,92.071232969146
2024-11-09,93.00691136229345
2024-11-10,94.2784664572876
2024-11-11,95.00013852133084
2024-11-12,93.8710867501136
2024-11-13,93.34656648383383
2024-11-14,93.83594104506174
2024-11-15,92.6138132361698
2024-11-16,93.3268116663422
2024-11-17,93.08648626818406
2024-11-18,92.71166546063446
2024-11-19,93.42262542883796
2024-11-20,93.866888740324
2024-11-21,93.50592257450492
2024-11-22,94.66525237786917
2024-11-23,93.58418905026927
2024-11-24,94.20012465721354
2024-11-25,94.79322591518192
2024-11-26,94.48367947586793
2024-11-27,94.80981249811005
2024-11-28,93.55869892172474
2024-11-29,94.48272594093164
2024-11-30,94.29782380448866
2024-12-01,93.77510078396962
2024-12-02,94.8241100098065
2024-12-03,94.11976631926375
2024-12-04,92.71130502290019
2024-12-05,91.15467584937629
2024-12-06,91.76068580072193
2024-12-07,90.48025644822565
2024-12-08,92.23505063021001
2024-12-09,90.15312122232629
2024-12-10,91.84957759061633
2024-12-11,92.06059505781896
2024-12-12,91.96388194594857
2024-12-13,91.41896285913963
2024-12-14,91.8180989734917
2024-12-15,91.78046427106685
2024-12-16,92.88376615308337
2024-12-17,92.99799380174541
2024-12-18,93.14829556320728
2024-12-19,92.78468335099343
2024-12-20,92.72773772727237
2024-12-21,93.03553949616443
2024-12-22,91.3253711035078
2024-12-23,89.97718568140209
2024-12-24,90.72044977542481
2024-12-25,90.89131521355276
2024-12-26,90.70733187720008
2024-12-27,90.72576581026547
2024-12-28,91.07334751562715
2024-12-29,90.53358783531779
2024-12-30,89.75528310991548
2024-12-31,89.95112836501316
2025-01-01,88.97275558739813
2025-01-02,89.3810083431126
2025-01-03,87.67842473887475
2025-01-04,88.7075803762004
2025-01-05,89.18017785861343
2025-01-06,89.4362075929273
2025-01-07,90.41889857687282
2025-01-08,92.0843730213354
2025-01-09,93.09874308635352
2025-01-10,91.25786885502188
2025-01-11,89.97829188828618
2025-01-12,89.3534733105905
2025-01-13,89.37956436080134
2025-01-14,89.89722338127046
2025-01-15,89.171479568117
2025-01-16,89.35824633259408
2025-01-17,88.60286340024075
2025-01-18,87.9913455972488
2025-01-19,86.58468450040057
2025-01-20,85.66145125428966
2025-01-21,84.30976664867333
2025-01-22,83.333893395696
2025-01-23,84.38753519230383
2025-01-24,83.4381363034719
2025-01-25,86.07051836830928
2025-01-26,86.56383626919018
2025-01-27,86.74867239288506
2025-01-28,85.89031461270385
2025-01-29,86.59062449211284
2025-01-30,86.01498666587506
2025-01-31,86.13699648052042
2025-02-01,88.69708101878922
2025-02-02,88.60102111906457
2025-02-03,89.75029444535025
2025-02-04,89.04711802022436
2025-02-05,89.0121295297274
2025-02-06,90.78293016536291
2025-02-07,90.15596310757515
2025-02-08,91.96841166557208
2025-02-09,92.67616360102755
2025-02-10,92.11369682513329
2025-02-11,92.74610456418881
2025-02-12,93.71865901381554
2025-02-13,94.34046897603274
2025-02-14,92.77024425614228
2025-02-15,92.04310708031741
2025-02-16,91.79558844476591
2025-02-17,91.72115501566587
2025-02-18,92.34182711321655
2025-02-19,92.51952811414981
2025-02-20,91.1841837554397
2025-02-21,91.56438160644566
2025-02-22,92.17496735172949
2025-02-23,92.73475779966053
2025-02-24,93.81553852521515
2025-02-25,94.64946067976405
2025-02-26,95.10864075899248
2025-02-27,95.03847504753384
2025-02-28,93.37751411401784
2025-03-01,93.80713233315043
2025-03-02,94.01482002031355
2025-03-03,94.28639885750893
2025-03-04,93.00965028168862
2025-03-05,91.92859374128037
2025-03-06,92.98174659461327
2025-03-07,92.94219144075662
2025-03-08,93.62369213812924
2025-03-09,93.6520105142597
2025-03-10,93.68176665375545
2025-03-11,94.62005045973144
2025-03-12,94.10400573151406
2025-03-13,94.20012650845504
2025-03-14,93.73785121975
2025-03-15,93.30335499231768
2025-03-16,92.99418286884904
2025-03-17,93.21631664048275
2025-03-18,92.73756801881927
2025-03-19,93.9933241443928
2025-03-20,93.0987168421733
2025-03-21,92.91184519801195
2025-03-22,92.47211413973777
2025-03-23,93.9190920240915
2025-03-24,94.11564680060307
2025-03-25,95.14749134007171
2025-03-26,93.66193096703473
2025-03-27,93.928981232904
2025-03-28,94.81861202852743
2025-03-29,94.90089601780285
2025-03-30,95.9663763928682
2025-03-31,95.44908794276783
2025-04-01,96.85843538295342
2025-04-02,99.15733350657267
2025-04-03,98.79449494613301
2025-04-04,98.34899242473224
2025-04-05,99.80237690184994
2025-04-06,101.38194904758065
2025-04-07,100.85908902042738
2025-04-08,100.43890220333152
2025-04-09,100.15711759447102
2025-04-10,98.81266708343674
2025-04-11,97.89401513695253
2025-04-12,96.88987437020046
2025-04-13,96.12207680509633
2025-04-14,96.08739191770955
2025-04-15,96.32160665024607
2025-04-16,97.87210714306015
2025-04-17,96.87375310232136
2025-04-18,97.85807550079794
2025-04-19,97.64408665657243
2025-04-20,97.59462294692
2025-04-21,98.2694424390866
2025-04-22,97.1467204175243
2025-04-23,97.52913016370836
2025-04-24,97.69558237192142
2025-04-25,98.18803363592957
2025-04-26,98.47720227983739
2025-04-27,100.93250241974827
2025-04-28,100.29476243549696
2025-04-29,99.76376548049515
2025-04-30,99.14062495407039
2025-05-01,98.58514783491013
2025-05-02,97.9477607076036
2025-05-03,99.13677723871116
2025-05-04,100.55728148670102
2025-05-05,99.98653519295154
2025-05-06,99.15417961984731
2025-05-07,99.62559517623372
2025-05-08,99.07337213195275
2025-05-09,99.70630394970826
2025-05-10,99.90922697055956
2025-05-11,98.39348285556233
2025-05-12,99.9409880568924
2025-05-13,101.73686572998791
2025-05-14,101.12407703950353
2025-05-15,100.73637547956754
2025-05-16,101.02224087029245
2025-05-17,101.35669766027948
2025-05-18,102.0152419329523
2025-05-19,104.02544647171865
2025-05-20,103.8484992442246
2025-05-21,103.05020199968614
2025-05-22,101.67088277167161
2025-05-23,100.93995273172969
2025-05-24,100.90682575885589
2025-05-25,102.70138362237367
2025-05-26,102.1837723233375
2025-05-27,102.40756027497639
2025-05-28,102.39113737890364
2025-05-29,103.57953065235172
2025-05-30,106.10646307822535
2025-05-31,105.57559430530503
2025-06-01,105.08615486278681
2025-06-02,106.13031573985589
2025-06-03,106.8122072294822
2025-06-04,108.65891455521823
2025-06-05,109.24284274054419
2025-06-06,108.88355064975713
2025-06-07,109.47420548044944
2025-06-08,110.58290906103235
2025-06-09,111.40339124222972
2025-06-10,111.91066527333702
2025-06-11,112.97733996292617
2025-06-12,114.14663555337184
2025-06-13,115.52879454440937
2025-06-14,116.17750443199901
2025-06-15,116.01038635168216
2025-06-16,116.15710003811549
2025-06-17,117.36360900462384
2025-06-18,116.5466733336366
2025-06-19,116.9153466425095
2025-06-20,116.52200783018215
2025-06-21,116.55075265311696
2025-06-22,117.82920451572426
2025-06-23,118.02030358374417
2025-06-24,118.06674013190032
2025-06-25,116.7068839909204
2025-06-26,117.45313755694762
2025-06-27,118.0986217380887
2025-06-28,120.26187646139415
2025-06-29,119.95409822644115
2025-06-30,120.17324855410509
2025-07-01,120.42263223781585
2025-07-02,122.00008551757932
2025-07-03,121.90478998519237
2025-07-04,122.1838115109627
2025-07-05,122.79170802067924
2025-07-06,122.9783171438356
2025-07-07,122.53188352928507
2025-07-08,122.72597352218338
2025-07-09,123.79960527204315
2025-07-10,122.77308997263209
2025-07-11,122.90605964677897
2025-07-12,122.2059388318398
2025-07-13,123.40098546076464
2025-07-14,121.87779855598087
2025-07-15,121.31887670870928
2025-07-16,121.6960885837738
2025-07-17,123.26161261300814
2025-07-18,123.19586235193515
2025-07-19,122.64066282524195
2025-07-20,124.52181989468254
2025-07-21,123.0738059942663
2025-07-22,120.87500003764622
